"Region","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"High-income Asia Pacific","Boys",2008,19,172.394881098278,172.057478790779,172.735537246724,0.171072519532814
"High-income Asia Pacific","Boys",2009,5,111.258203824537,110.777909367016,111.743788760527,0.247804025335793
"High-income Asia Pacific","Boys",2009,6,117.442307256746,117.023816007529,117.863238784402,0.2159329635247
"High-income Asia Pacific","Boys",2009,7,123.28793153107,122.903388935212,123.680936836575,0.201733786169794
"High-income Asia Pacific","Boys",2009,8,128.893621808243,128.524542358525,129.262611403176,0.18996113498873
"High-income Asia Pacific","Boys",2009,9,134.396233582062,134.039083749636,134.746671273495,0.18178396234382
"High-income Asia Pacific","Boys",2009,10,140.085290777152,139.740139566601,140.423283145148,0.174084883023154
"High-income Asia Pacific","Boys",2009,11,145.793302854854,145.462160407329,146.122627148061,0.16926752982395
"High-income Asia Pacific","Boys",2009,12,152.103773532096,151.761281744628,152.444441828752,0.171785567510322
"High-income Asia Pacific","Boys",2009,13,159.109904631083,158.767928043649,159.443905247584,0.171251905462303
"High-income Asia Pacific","Boys",2009,14,165.299747028026,164.971883589582,165.636195185479,0.16686471496695
"High-income Asia Pacific","Boys",2009,15,169.187713661824,168.866828553597,169.506356980521,0.163042946010147
"High-income Asia Pacific","Boys",2009,16,171.058158386404,170.738738955492,171.374808905949,0.164401450638144
"High-income Asia Pacific","Boys",2009,17,171.655155149884,171.345673988663,171.970684640819,0.160366362387783
"High-income Asia Pacific","Boys",2009,18,171.834661157249,171.501203289196,172.163902713639,0.169817282056825
"High-income Asia Pacific","Boys",2009,19,172.477537015585,172.144182321118,172.817088755098,0.171583919940187
"High-income Asia Pacific","Boys",2010,5,111.255343218579,110.772962238497,111.749457508304,0.251082362269477
"High-income Asia Pacific","Boys",2010,6,117.466232547572,117.037767063504,117.896136088672,0.219821557749923
"High-income Asia Pacific","Boys",2010,7,123.355379196586,122.951170132437,123.749185817829,0.204564305479191
"High-income Asia Pacific","Boys",2010,8,129.006869341715,128.633406374547,129.38096561944,0.193392856919775
"High-income Asia Pacific","Boys",2010,9,134.519183463424,134.153170779418,134.872749281801,0.184775212899789
"High-income Asia Pacific","Boys",2010,10,140.196341367,139.848603885521,140.535579931981,0.175089252512181
"High-income Asia Pacific","Boys",2010,11,145.896098729795,145.553932007865,146.227716011321,0.170556990815883
"High-income Asia Pacific","Boys",2010,12,152.195251834247,151.856451793301,152.530935222504,0.172133794209026
"High-income Asia Pacific","Boys",2010,13,159.183208339806,158.842991790871,159.516369084123,0.171451505135874
"High-income Asia Pacific","Boys",2010,14,165.354471174853,165.016443220562,165.686645604298,0.167573934282005
"High-income Asia Pacific","Boys",2010,15,169.277592528194,168.968894779958,169.601317345006,0.162757508221297
"High-income Asia Pacific","Boys",2010,16,171.136919560376,170.817289965379,171.454074185265,0.163448610100099
"High-income Asia Pacific","Boys",2010,17,171.728526339842,171.418302732811,172.036520187828,0.158640451546173
"High-income Asia Pacific","Boys",2010,18,171.904722578602,171.572995402352,172.236270966656,0.168162775535081
"High-income Asia Pacific","Boys",2010,19,172.543275338889,172.206568432193,172.883062845127,0.173039712246871
"High-income Asia Pacific","Boys",2011,5,111.233986480485,110.743176221054,111.735623528622,0.253705371413607
"High-income Asia Pacific","Boys",2011,6,117.464664120012,117.02974674564,117.902422599729,0.223075520830873
"High-income Asia Pacific","Boys",2011,7,123.382206444798,122.970594694072,123.785892732088,0.208108522145707
"High-income Asia Pacific","Boys",2011,8,129.078456598129,128.690861705147,129.461929890064,0.195997777591475
"High-income Asia Pacific","Boys",2011,9,134.637457153749,134.266353690255,135.000682033857,0.188192100798018
"High-income Asia Pacific","Boys",2011,10,140.3249889844,139.969032796775,140.665894536121,0.178456096120203
"High-income Asia Pacific","Boys",2011,11,146.001026256436,145.660405959457,146.333431818227,0.172118305743785
"High-income Asia Pacific","Boys",2011,12,152.292640055855,151.948944148951,152.635140313981,0.173804528702269
"High-income Asia Pacific","Boys",2011,13,159.270027175509,158.928762858192,159.608135671916,0.172135579912221
"High-income Asia Pacific","Boys",2011,14,165.423751118769,165.091668326877,165.750333975228,0.168246487394245
"High-income Asia Pacific","Boys",2011,15,169.360110242314,169.041813260104,169.68188668816,0.164182888554697
"High-income Asia Pacific","Boys",2011,16,171.21682135976,170.901064812734,171.533455756083,0.164002881990228
"High-income Asia Pacific","Boys",2011,17,171.797273870447,171.483577750423,172.104061869077,0.158348862505521
"High-income Asia Pacific","Boys",2011,18,171.968121962303,171.639395874714,172.288858944168,0.167769404119963
"High-income Asia Pacific","Boys",2011,19,172.603430780635,172.261762107905,172.94203596069,0.174431530845799
"High-income Asia Pacific","Boys",2012,5,111.213783641924,110.714632175508,111.72177173249,0.256271415218188
"High-income Asia Pacific","Boys",2012,6,117.446590777334,117.000895219841,117.887112111061,0.225975888000193
"High-income Asia Pacific","Boys",2012,7,123.385367677494,122.972904582537,123.791249609942,0.211689189801041
"High-income Asia Pacific","Boys",2012,8,129.111140223509,128.71777725221,129.496671931308,0.199634345854466
"High-income Asia Pacific","Boys",2012,9,134.715700368427,134.333859523296,135.080945190795,0.190976428106715
"High-income Asia Pacific","Boys",2012,10,140.434784022152,140.070592474248,140.784520469158,0.183139600257073
"High-income Asia Pacific","Boys",2012,11,146.122725493463,145.774647354359,146.465129090504,0.176490249888795
"High-income Asia Pacific","Boys",2012,12,152.390824641809,152.046210711618,152.735085670298,0.176058761386569
"High-income Asia Pacific","Boys",2012,13,159.361260842247,159.01895328061,159.701206873055,0.174389697409428
"High-income Asia Pacific","Boys",2012,14,165.504972726832,165.177678301587,165.834610165101,0.169555255032149
"High-income Asia Pacific","Boys",2012,15,169.453323467772,169.131438399958,169.773639238562,0.165761731725474
"High-income Asia Pacific","Boys",2012,16,171.290547899283,170.966511219152,171.613720993375,0.166368718777051
"High-income Asia Pacific","Boys",2012,17,171.868501800708,171.556537486826,172.175929400646,0.159545948307668
"High-income Asia Pacific","Boys",2012,18,172.028275245447,171.699977000076,172.357997763421,0.168818197898087
"High-income Asia Pacific","Boys",2012,19,172.658323270174,172.311087665719,173.003595040175,0.176451840145123
"High-income Asia Pacific","Boys",2013,5,111.204268584664,110.697169545008,111.718395951295,0.261039363219573
"High-income Asia Pacific","Boys",2013,6,117.430979291473,116.980222555921,117.883933190145,0.229520092618988
"High-income Asia Pacific","Boys",2013,7,123.373006638014,122.948646306857,123.786629506343,0.215496729090293
"High-income Asia Pacific","Boys",2013,8,129.120868381352,128.717277893039,129.511937586649,0.204123521127823
"High-income Asia Pacific","Boys",2013,9,134.755546248224,134.374416276744,135.131039288658,0.195167412089632
"High-income Asia Pacific","Boys",2013,10,140.491795737477,140.120329380055,140.850019492171,0.187791459936633
"High-income Asia Pacific","Boys",2013,11,146.22815047153,145.867782483009,146.578799477612,0.182173808995513
"High-income Asia Pacific","Boys",2013,12,152.508445438779,152.150395506819,152.862976633454,0.181368319527066
"High-income Asia Pacific","Boys",2013,13,159.455162042223,159.111140277542,159.804771847744,0.177431391743833
"High-income Asia Pacific","Boys",2013,14,165.592058211193,165.259087373807,165.932161797403,0.172571614094029
"High-income Asia Pacific","Boys",2013,15,169.557362401523,169.229867769641,169.879842864264,0.168191029939789
"High-income Asia Pacific","Boys",2013,16,171.375707919278,171.041732974946,171.703546467472,0.168938955977055
"High-income Asia Pacific","Boys",2013,17,171.934631462228,171.612519606528,172.251386015538,0.162842642041369
"High-income Asia Pacific","Boys",2013,18,172.092178711541,171.763151718851,172.422804272658,0.170738354824266
"High-income Asia Pacific","Boys",2013,19,172.711354879042,172.359152209661,173.063957117732,0.179942220024959
"High-income Asia Pacific","Boys",2014,5,111.192852263368,110.667496101912,111.71793732616,0.268454729535829
"High-income Asia Pacific","Boys",2014,6,117.426160255084,116.95987373578,117.884867326598,0.236363183620659
"High-income Asia Pacific","Boys",2014,7,123.362759661124,122.926826817989,123.790596185131,0.220826218540472
"High-income Asia Pacific","Boys",2014,8,129.114320977811,128.700891941393,129.513516405777,0.209505560770125
"High-income Asia Pacific","Boys",2014,9,134.771350810161,134.373196754837,135.154164846255,0.201032412974641
"High-income Asia Pacific","Boys",2014,10,140.502207317577,140.122319715102,140.871904006,0.193980010457813
"High-income Asia Pacific","Boys",2014,11,146.285309199753,145.914833631476,146.64240607267,0.187649373142352
"High-income Asia Pacific","Boys",2014,12,152.614226149248,152.242889611189,152.980767364077,0.187851399384792
"High-income Asia Pacific","Boys",2014,13,159.572968239078,159.216528447173,159.931102245381,0.183608286846243
"High-income Asia Pacific","Boys",2014,14,165.685381022715,165.347750727578,166.02759015773,0.176483050705876
"High-income Asia Pacific","Boys",2014,15,169.666473870079,169.330021603717,169.998055069825,0.17219200853618
"High-income Asia Pacific","Boys",2014,16,171.473458480766,171.133518520597,171.804636112033,0.172332286358068
"High-income Asia Pacific","Boys",2014,17,172.014175785219,171.689172689768,172.340014879076,0.166460329801247
"High-income Asia Pacific","Boys",2014,18,172.153262119037,171.814118132199,172.490305115244,0.174551136961296
"High-income Asia Pacific","Boys",2014,19,172.770552748682,172.406385799961,173.124603990579,0.183085971546039
"High-income Asia Pacific","Boys",2015,5,111.175675706381,110.628869103867,111.730287456629,0.283917554569816
"High-income Asia Pacific","Boys",2015,6,117.419149073115,116.925903105559,117.89678447208,0.247282825200639
"High-income Asia Pacific","Boys",2015,7,123.362625526155,122.905610269339,123.801508313702,0.229977140333033
"High-income Asia Pacific","Boys",2015,8,129.10887945519,128.679698953391,129.521096241173,0.216959958346839
"High-income Asia Pacific","Boys",2015,9,134.769588794577,134.364400861848,135.168031196709,0.208143437025418
"High-income Asia Pacific","Boys",2015,10,140.486592970966,140.09039108039,140.869638851015,0.201690981037545
"High-income Asia Pacific","Boys",2015,11,146.300473422326,145.915271339651,146.671070780031,0.194387703429148
"High-income Asia Pacific","Boys",2015,12,152.676261287204,152.298700686828,153.05220042862,0.193880907974774
"High-income Asia Pacific","Boys",2015,13,159.683378720355,159.311952698088,160.058135704706,0.190882679907537
"High-income Asia Pacific","Boys",2015,14,165.807191982497,165.452725245841,166.158592225764,0.183443394345727
"High-income Asia Pacific","Boys",2015,15,169.77833635421,169.430583758089,170.118777496261,0.177194220299397
"High-income Asia Pacific","Boys",2015,16,171.577677388089,171.228112611274,171.917867064995,0.177220826349015
"High-income Asia Pacific","Boys",2015,17,172.10767850731,171.77056583498,172.438833325467,0.170752140459892
"High-income Asia Pacific","Boys",2015,18,172.22925894379,171.87261935544,172.574531423895,0.178974619065216
"High-income Asia Pacific","Boys",2015,19,172.828743453852,172.455790052711,173.194277826608,0.187296803279534
"High-income Asia Pacific","Boys",2016,5,111.137209730745,110.523412945685,111.73995177212,0.311909318202178
"High-income Asia Pacific","Boys",2016,6,117.407149942013,116.877271955,117.91936186722,0.266828570792116
"High-income Asia Pacific","Boys",2016,7,123.360900622656,122.872874060431,123.826937198079,0.243717654527861
"High-income Asia Pacific","Boys",2016,8,129.113999527521,128.661844480421,129.546389808444,0.228257431109341
"High-income Asia Pacific","Boys",2016,9,134.769249679108,134.341904707677,135.181707420905,0.217480858694675
"High-income Asia Pacific","Boys",2016,10,140.456264515109,140.041252297754,140.854016932418,0.209942382610118
"High-income Asia Pacific","Boys",2016,11,146.292921746619,145.892163861509,146.684499345595,0.202639385963363
"High-income Asia Pacific","Boys",2016,12,152.699580426817,152.303181067656,153.087733388271,0.200876940857613
"High-income Asia Pacific","Boys",2016,13,159.753306262308,159.368218255056,160.145623891749,0.197374903086361
"High-income Asia Pacific","Boys",2016,14,165.924920202778,165.557122790143,166.29866439512,0.191399206538892
"High-income Asia Pacific","Boys",2016,15,169.907192296888,169.54300975988,170.269771003522,0.185149914298319
"High-income Asia Pacific","Boys",2016,16,171.683470640402,171.324733641609,172.034600443045,0.182672171188424
"High-income Asia Pacific","Boys",2016,17,172.206444828208,171.862575598296,172.54622026538,0.176768291001391
"High-income Asia Pacific","Boys",2016,18,172.318139936428,171.953929208314,172.677374568791,0.183755614616253
"High-income Asia Pacific","Boys",2016,19,172.901084146194,172.520892153109,173.276359384563,0.19254326996142
"High-income Asia Pacific","Boys",2017,5,111.097265359997,110.395980544335,111.777109447134,0.35732811186924
"High-income Asia Pacific","Boys",2017,6,117.374356704463,116.783675982838,117.944519026423,0.299115768945193
"High-income Asia Pacific","Boys",2017,7,123.354491564515,122.820299734241,123.864369361842,0.265779794606151
"High-income Asia Pacific","Boys",2017,8,129.117739043486,128.630207434301,129.585253133497,0.244079290035291
"High-income Asia Pacific","Boys",2017,9,134.779615086776,134.323066591417,135.224460249229,0.230356861120073
"High-income Asia Pacific","Boys",2017,10,140.430909978033,139.994875396874,140.851093503101,0.219706516895035
"High-income Asia Pacific","Boys",2017,11,146.271651193124,145.853571936562,146.679281059593,0.211456651549524
"High-income Asia Pacific","Boys",2017,12,152.701118477651,152.290356687619,153.10727949976,0.209268510547958
"High-income Asia Pacific","Boys",2017,13,159.785481449027,159.381586535409,160.178116868295,0.204756636155627
"High-income Asia Pacific","Boys",2017,14,166.003222676565,165.616576688454,166.387305233631,0.198444453669551
"High-income Asia Pacific","Boys",2017,15,170.016712359102,169.63703881437,170.394755449067,0.194080927991191
"High-income Asia Pacific","Boys",2017,16,171.80529427412,171.435620239635,172.176198718437,0.190740083721144
"High-income Asia Pacific","Boys",2017,17,172.305387891416,171.941928231876,172.65791050512,0.182548312629564
"High-income Asia Pacific","Boys",2017,18,172.410898730435,172.035866287898,172.777289434111,0.190273512625779
"High-income Asia Pacific","Boys",2017,19,172.985114665221,172.595767049455,173.362338500133,0.197736824842499
"High-income Asia Pacific","Boys",2018,5,111.062986441445,110.236511657845,111.847621786022,0.422057290124964
"High-income Asia Pacific","Boys",2018,6,117.338605109032,116.64638205809,117.993540053949,0.34901259898368
"High-income Asia Pacific","Boys",2018,7,123.325568607799,122.734374837652,123.897211555394,0.300074184629898
"High-income Asia Pacific","Boys",2018,8,129.114807460941,128.581078121279,129.630005663509,0.267793599765733
"High-income Asia Pacific","Boys",2018,9,134.786507191443,134.298168341062,135.252594092927,0.247480530960463
"High-income Asia Pacific","Boys",2018,10,140.419519264106,139.96507118121,140.86189268919,0.23234260237765
"High-income Asia Pacific","Boys",2018,11,146.255137623826,145.819032545834,146.681626423051,0.221938087252028
"High-income Asia Pacific","Boys",2018,12,152.68860560039,152.263545441214,153.109737981578,0.218312496940748
"High-income Asia Pacific","Boys",2018,13,159.79552249734,159.377796946678,160.20238210408,0.213347612920614
"High-income Asia Pacific","Boys",2018,14,166.043514115258,165.642325326868,166.441366930067,0.206374567498041
"High-income Asia Pacific","Boys",2018,15,170.073181197835,169.675932531289,170.465044191816,0.202354343739415
"High-income Asia Pacific","Boys",2018,16,171.910340919745,171.518282506374,172.300864635982,0.199563981434969
"High-income Asia Pacific","Boys",2018,17,172.423000149215,172.049076862313,172.78883599754,0.190534734389569
"High-income Asia Pacific","Boys",2018,18,172.505742213784,172.118756611019,172.883399184021,0.195998478134223
"High-income Asia Pacific","Boys",2018,19,173.07463251291,172.6724506203,173.468622627761,0.204263587005423
"High-income Asia Pacific","Boys",2019,5,111.030648339688,110.033950846211,111.995652837684,0.506050962674128
"High-income Asia Pacific","Boys",2019,6,117.306239081779,116.485133523594,118.113017019903,0.417163870870552
"High-income Asia Pacific","Boys",2019,7,123.291229079733,122.601660332796,123.951209927819,0.35140453408281
"High-income Asia Pacific","Boys",2019,8,129.086835614534,128.486410691509,129.668295838721,0.303044856229356
"High-income Asia Pacific","Boys",2019,9,134.784069250198,134.242569449964,135.301125128653,0.271932709804658
"High-income Asia Pacific","Boys",2019,10,140.408173166901,139.921526454102,140.880350587074,0.248780451082568
"High-income Asia Pacific","Boys",2019,11,146.25060330098,145.783689499636,146.701440603053,0.235237865645393
"High-income Asia Pacific","Boys",2019,12,152.67878709942,152.229550768214,153.130673163871,0.229134563377585
"High-income Asia Pacific","Boys",2019,13,159.789450036869,159.357299045059,160.223004803964,0.222633880674808
"High-income Asia Pacific","Boys",2019,14,166.059715573779,165.640686430932,166.469448899353,0.21538510316991
"High-income Asia Pacific","Boys",2019,15,170.083153274573,169.666016658163,170.490677815052,0.211253331959408
"High-income Asia Pacific","Boys",2019,16,171.967033433874,171.558914736184,172.373805301541,0.207914352165789
"High-income Asia Pacific","Boys",2019,17,172.528422929816,172.137733451943,172.913444087036,0.199010488053584
"High-income Asia Pacific","Boys",2019,18,172.623868835704,172.220721946411,173.016835985465,0.203376270003096
"High-income Asia Pacific","Boys",2019,19,173.169941384996,172.755298758791,173.579224625586,0.210199624229737
"High-income Western countries","Boys",1985,5,114.02356912567,113.432729132683,114.62068184284,0.305396276068865
"High-income Western countries","Boys",1985,6,120.352771178824,119.803996519433,120.903202534859,0.279584509623055
"High-income Western countries","Boys",1985,7,126.239576863932,125.714407933247,126.768756162825,0.271270376192046
"High-income Western countries","Boys",1985,8,131.80777028955,131.284824394044,132.32441471832,0.267134916169361
"High-income Western countries","Boys",1985,9,137.180153925263,136.653091025859,137.696965327721,0.266662916255284
"High-income Western countries","Boys",1985,10,142.469149408758,141.928436095706,142.998007533616,0.273924600013305
"High-income Western countries","Boys",1985,11,147.86898089399,147.32943008886,148.407312052345,0.277674768516099
"High-income Western countries","Boys",1985,12,153.899202917567,153.343894709246,154.455190453265,0.286116486276778
"High-income Western countries","Boys",1985,13,160.771138666875,160.192316566046,161.345355710596,0.295680632793273
"High-income Western countries","Boys",1985,14,167.106825267178,166.517162644126,167.700211004174,0.308218132099999
"High-income Western countries","Boys",1985,15,171.614439281628,170.999584488801,172.213194530389,0.311949004675999
"High-income Western countries","Boys",1985,16,174.239573530346,173.602087346979,174.882435451918,0.324475078927845
"High-income Western countries","Boys",1985,17,175.566740937832,174.905049979511,176.228646708844,0.335854067875048
"High-income Western countries","Boys",1985,18,176.025711129947,175.35819546967,176.687806227781,0.341997144078098
"High-income Western countries","Boys",1985,19,176.234295758393,175.516677596264,176.94941098174,0.367265620155011
"High-income Western countries","Boys",1986,5,114.052363865713,113.472803034508,114.648084657228,0.300823806905283
"High-income Western countries","Boys",1986,6,120.389378499279,119.856743036484,120.92985530882,0.274954630909935
"High-income Western countries","Boys",1986,7,126.278844099451,125.767435701697,126.802115804097,0.265500439831274
"High-income Western countries","Boys",1986,8,131.848817873092,131.334283967105,132.35570731895,0.261977104588369
"High-income Western countries","Boys",1986,9,137.223117898056,136.708059885097,137.725414231371,0.260868626515408
"High-income Western countries","Boys",1986,10,142.516751819082,141.996793340136,143.028801533219,0.265064251975156
"High-income Western countries","Boys",1986,11,147.936711374538,147.417727236186,148.451030990691,0.268315348245444
"High-income Western countries","Boys",1986,12,153.99508666624,153.465744853274,154.531763193853,0.274968171785019
"High-income Western countries","Boys",1986,13,160.892506992954,160.335726162112,161.44255406259,0.28260364181114
"High-income Western countries","Boys",1986,14,167.24059581114,166.670342020179,167.805085950586,0.293078678341964
"High-income Western countries","Boys",1986,15,171.732448931297,171.15012871031,172.314718832363,0.299073964904712
"High-income Western countries","Boys",1986,16,174.343038443863,173.729582362169,174.948761320971,0.309642780217554
"High-income Western countries","Boys",1986,17,175.65206707388,175.027649211503,176.275181647833,0.319047526846527
"High-income Western countries","Boys",1986,18,176.08815045029,175.465105713367,176.705621581028,0.319828615738062
"High-income Western countries","Boys",1986,19,176.286289817379,175.636087219411,176.925305764021,0.33411416693377
"High-income Western countries","Boys",1987,5,114.059710217538,113.48091047193,114.65533298445,0.29753831213079
"High-income Western countries","Boys",1987,6,120.418997690437,119.894822745687,120.943704251933,0.27069395128553
"High-income Western countries","Boys",1987,7,126.316505507186,125.814101682411,126.827304706615,0.261282797165874
"High-income Western countries","Boys",1987,8,131.889489988006,131.387833662599,132.39683251684,0.25666553688915
"High-income Western countries","Boys",1987,9,137.265988980275,136.766336748955,137.759213228927,0.256255387519006
"High-income Western countries","Boys",1987,10,142.559386122476,142.050902924892,143.054790389222,0.257424578768688
"High-income Western countries","Boys",1987,11,147.987974916472,147.48749364556,148.491059427364,0.25876754224133
"High-income Western countries","Boys",1987,12,154.066625058288,153.55335643235,154.578190610596,0.265081532027269
"High-income Western countries","Boys",1987,13,160.99221719999,160.465172830214,161.528089701042,0.270778771798611
"High-income Western countries","Boys",1987,14,167.365667146795,166.821284548923,167.898507308495,0.279127754644958
"High-income Western countries","Boys",1987,15,171.853550552164,171.294239757669,172.408668935386,0.286641222332849
"High-income Western countries","Boys",1987,16,174.456622306597,173.866214593553,175.037697604746,0.296731729757561
"High-income Western countries","Boys",1987,17,175.750538523039,175.156277887919,176.349561987954,0.303909939053747
"High-income Western countries","Boys",1987,18,176.167338294941,175.576151120657,176.759355683403,0.30274613421459
"High-income Western countries","Boys",1987,19,176.341983119382,175.734304139493,176.945432033471,0.311780327654296
"High-income Western countries","Boys",1988,5,114.037877912575,113.460157453088,114.621316981595,0.295104680849697
"High-income Western countries","Boys",1988,6,120.428568429355,119.908287891101,120.953332802705,0.267315013670678
"High-income Western countries","Boys",1988,7,126.348513832732,125.861052197691,126.846368402328,0.257022179314268
"High-income Western countries","Boys",1988,8,131.92975503006,131.446925977255,132.425814947604,0.252519595906633
"High-income Western countries","Boys",1988,9,137.309526740696,136.826255926008,137.798093383761,0.25117128567618
"High-income Western countries","Boys",1988,10,142.605392137269,142.118482575436,143.091304310315,0.250606901094486
"High-income Western countries","Boys",1988,11,148.033943802546,147.544162252124,148.514958417101,0.250990799533195
"High-income Western countries","Boys",1988,12,154.121409230503,153.629077308612,154.619346998884,0.255421444376141
"High-income Western countries","Boys",1988,13,161.067325722044,160.558476388543,161.580993774983,0.260754856602057
"High-income Western countries","Boys",1988,14,167.468905743646,166.946735577236,167.985889056093,0.267087840212687
"High-income Western countries","Boys",1988,15,171.960591008682,171.425548578575,172.492228216542,0.275617341412648
"High-income Western countries","Boys",1988,16,174.575348012911,174.017316679917,175.125381197524,0.284037972580123
"High-income Western countries","Boys",1988,17,175.861101125917,175.294780351967,176.429437925782,0.290676649393948
"High-income Western countries","Boys",1988,18,176.261702431067,175.704406035893,176.821085275616,0.2870413368373
"High-income Western countries","Boys",1988,19,176.416905253927,175.836987087019,176.988954114333,0.294511673819083
"High-income Western countries","Boys",1989,5,113.996960052626,113.426067309257,114.577714280827,0.292231033864095
"High-income Western countries","Boys",1989,6,120.410378896439,119.896473830274,120.927242863259,0.264225388146842
"High-income Western countries","Boys",1989,7,126.361833126388,125.874039847255,126.854290640823,0.253202501989914
"High-income Western countries","Boys",1989,8,131.965559012511,131.488939323521,132.445099021086,0.247855091331064
"High-income Western countries","Boys",1989,9,137.353602973446,136.883261103769,137.837156054274,0.246814641861951
"High-income Western countries","Boys",1989,10,142.653659404236,142.18412292252,143.122351943251,0.243552177568774
"High-income Western countries","Boys",1989,11,148.082533416598,147.604506398628,148.551305087745,0.244483005507994
"High-income Western countries","Boys",1989,12,154.170231998166,153.678665309729,154.654931461849,0.24805456092539
"High-income Western countries","Boys",1989,13,161.125178688091,160.636672897029,161.616392632537,0.251618231031874
"High-income Western countries","Boys",1989,14,167.547193147487,167.048944812278,168.058971982268,0.257553119780458
"High-income Western countries","Boys",1989,15,172.044127594903,171.525455734114,172.555234239853,0.265757454076913
"High-income Western countries","Boys",1989,16,174.683174711042,174.145296972967,175.213990723701,0.27246516409606
"High-income Western countries","Boys",1989,17,175.980001752274,175.441064234229,176.528524459543,0.277352539720057
"High-income Western countries","Boys",1989,18,176.371720882554,175.833708568879,176.910965957181,0.272728718900417
"High-income Western countries","Boys",1989,19,176.511289738218,175.958808418748,177.051883658795,0.278215329263196
"High-income Western countries","Boys",1990,5,113.955160247591,113.381590934398,114.521726615431,0.288683256892255
"High-income Western countries","Boys",1990,6,120.373717914108,119.864504296456,120.878052932482,0.260551277879264
"High-income Western countries","Boys",1990,7,126.347871370927,125.865555632433,126.829693162337,0.24941681844777
"High-income Western countries","Boys",1990,8,131.983066777699,131.507880091176,132.455227573444,0.243345553754895
"High-income Western countries","Boys",1990,9,137.39345223745,136.928032807042,137.862143250056,0.241588752449041
"High-income Western countries","Boys",1990,10,142.702145970598,142.242477182068,143.162770247272,0.237956655478581
"High-income Western countries","Boys",1990,11,148.132863977766,147.673092502546,148.593481547866,0.238078642461627
"High-income Western countries","Boys",1990,12,154.221307429261,153.749073695077,154.693244169284,0.242148002760051
"High-income Western countries","Boys",1990,13,161.176814073038,160.697929479247,161.653318682375,0.244948457113659
"High-income Western countries","Boys",1990,14,167.608133078439,167.126073043658,168.103062871735,0.249305373264231
"High-income Western countries","Boys",1990,15,172.104154352734,171.606869216028,172.610820787306,0.257086489487225
"High-income Western countries","Boys",1990,16,174.769865323812,174.254849867551,175.289600472221,0.261987676583531
"High-income Western countries","Boys",1990,17,176.09046259854,175.569203403222,176.610281580648,0.265022724731109
"High-income Western countries","Boys",1990,18,176.492943038054,175.980544989984,177.0034526344,0.25799744315237
"High-income Western countries","Boys",1990,19,176.624770554226,176.106308275228,177.140115281328,0.262563368066951
"High-income Western countries","Boys",1991,5,113.925722952119,113.368152889279,114.483563681795,0.284391587786529
"High-income Western countries","Boys",1991,6,120.335956510618,119.82899589967,120.834860477718,0.256336945815891
"High-income Western countries","Boys",1991,7,126.315079408433,125.837030640627,126.791884369739,0.245220245377598
"High-income Western countries","Boys",1991,8,131.972812038576,131.507564829791,132.436091762532,0.238947512374379
"High-income Western countries","Boys",1991,9,137.41449732074,136.950897576305,137.8650234506,0.236444327569252
"High-income Western countries","Boys",1991,10,142.745313025004,142.295181446812,143.190577922931,0.232306222981869
"High-income Western countries","Boys",1991,11,148.183698760519,147.733838246541,148.632235147787,0.233361347152066
"High-income Western countries","Boys",1991,12,154.274508397764,153.816480014603,154.727401622844,0.236471638887082
"High-income Western countries","Boys",1991,13,161.231233690549,160.766687485149,161.698825849687,0.239753380526679
"High-income Western countries","Boys",1991,14,167.663483279627,167.191276709963,168.141261986283,0.243486643287929
"High-income Western countries","Boys",1991,15,172.149595409905,171.660973133397,172.639559037555,0.248182962974871
"High-income Western countries","Boys",1991,16,174.833677894246,174.339755054332,175.330669321752,0.252675214306707
"High-income Western countries","Boys",1991,17,176.180378897476,175.682199997595,176.677283228949,0.253883017043975
"High-income Western countries","Boys",1991,18,176.606624374234,176.130524959767,177.089990965316,0.24439802682234
"High-income Western countries","Boys",1991,19,176.7506394107,176.261679237196,177.234983449698,0.246254202885289
"High-income Western countries","Boys",1992,5,113.907883361363,113.357361800201,114.460568403808,0.279938095008167
"High-income Western countries","Boys",1992,6,120.309797831804,119.816427766784,120.796916556696,0.251542788449871
"High-income Western countries","Boys",1992,7,126.28033965358,125.80350510432,126.747893057247,0.240646638517987
"High-income Western countries","Boys",1992,8,131.9428025151,131.483138443513,132.399007250739,0.234414388285142
"High-income Western countries","Boys",1992,9,137.406815642893,136.947042920012,137.857688390768,0.231624118065086
"High-income Western countries","Boys",1992,10,142.768897940017,142.328085306536,143.199891314017,0.227480811183221
"High-income Western countries","Boys",1992,11,148.229857610539,147.790813900357,148.669326327141,0.228406819804677
"High-income Western countries","Boys",1992,12,154.328758017499,153.877773597638,154.775178414762,0.23254166947862
"High-income Western countries","Boys",1992,13,161.288245088256,160.831451921874,161.745102725492,0.234514333060757
"High-income Western countries","Boys",1992,14,167.722023394806,167.254199960117,168.181436975356,0.238970988388232
"High-income Western countries","Boys",1992,15,172.191736028123,171.721330390172,172.66584683165,0.240752384855251
"High-income Western countries","Boys",1992,16,174.882216577234,174.405325723759,175.358971605832,0.243536888597462
"High-income Western countries","Boys",1992,17,176.246651534706,175.769935478917,176.723288422662,0.244011567597528
"High-income Western countries","Boys",1992,18,176.699203843396,176.240955940728,177.153544390857,0.232301227281762
"High-income Western countries","Boys",1992,19,176.86853442561,176.415189039884,177.326834120591,0.23160806121974
