"Region","Sex","Year","Age group","Mean height","Mean height lower 95% uncertainty interval","Mean height upper 95% uncertainty interval","Mean height standard error"
"East and South East Asia","Girls",1994,17,154.859199188685,154.474379531964,155.240241023012,0.196398969870131
"East and South East Asia","Girls",1994,18,155.211671121006,154.833346030993,155.578715477565,0.1912769652506
"East and South East Asia","Girls",1994,19,155.774534988889,155.362336564832,156.175887125541,0.20555912847641
"East and South East Asia","Girls",1995,5,105.882718857847,105.368712219935,106.394758375185,0.262409346681526
"East and South East Asia","Girls",1995,6,111.814614408954,111.391286510499,112.236750215184,0.21772135007785
"East and South East Asia","Girls",1995,7,117.326354737597,116.925453027611,117.717603206694,0.201848190877048
"East and South East Asia","Girls",1995,8,122.692974769107,122.304950882404,123.070069156595,0.19718638501427
"East and South East Asia","Girls",1995,9,128.188929213811,127.814836538785,128.562408925518,0.192497405323876
"East and South East Asia","Girls",1995,10,133.861737920578,133.494799381834,134.227887028487,0.18664918641917
"East and South East Asia","Girls",1995,11,140.121903458093,139.763686868025,140.480747180566,0.18347256929714
"East and South East Asia","Girls",1995,12,145.73382577481,145.375790986184,146.091099084658,0.183621599846261
"East and South East Asia","Girls",1995,13,149.69990084553,149.348877970763,150.059941639362,0.182477659729902
"East and South East Asia","Girls",1995,14,152.199323476855,151.850364263697,152.560892556738,0.182504579619949
"East and South East Asia","Girls",1995,15,153.669479587776,153.308587087326,154.028364886866,0.183606703287995
"East and South East Asia","Girls",1995,16,154.472140715422,154.105255252707,154.838556852071,0.187040454088019
"East and South East Asia","Girls",1995,17,154.889962794175,154.524431913209,155.255993364013,0.187631960868702
"East and South East Asia","Girls",1995,18,155.227893714241,154.870380120028,155.573902162759,0.181954477691267
"East and South East Asia","Girls",1995,19,155.783487729323,155.385681297753,156.171671789448,0.198213370868333
"East and South East Asia","Girls",1996,5,106.131024038014,105.624177449121,106.63392642636,0.258191299664845
"East and South East Asia","Girls",1996,6,112.045017656992,111.636335997449,112.458942643878,0.21249063578815
"East and South East Asia","Girls",1996,7,117.5396244494,117.15244908216,117.923463434794,0.19648530375059
"East and South East Asia","Girls",1996,8,122.89067740822,122.515469876248,123.268169466604,0.191567066272429
"East and South East Asia","Girls",1996,9,128.369840207098,128.006976635483,128.732552694827,0.186544973103647
"East and South East Asia","Girls",1996,10,134.09301663042,133.736987178819,134.44999077286,0.181804967140999
"East and South East Asia","Girls",1996,11,140.341087386622,139.991210467074,140.696363080526,0.178895638480425
"East and South East Asia","Girls",1996,12,145.942375310459,145.592427803702,146.295685157087,0.178908003030347
"East and South East Asia","Girls",1996,13,149.897652435138,149.548963548597,150.244032554106,0.177391245825706
"East and South East Asia","Girls",1996,14,152.389685527326,152.048002987462,152.74463559143,0.177214254488643
"East and South East Asia","Girls",1996,15,153.75558331067,153.410344094016,154.099151858465,0.176380673773984
"East and South East Asia","Girls",1996,16,154.548067050874,154.19267055822,154.89669940828,0.179974972556657
"East and South East Asia","Girls",1996,17,154.956262384424,154.603317771339,155.30772237357,0.180661035520199
"East and South East Asia","Girls",1996,18,155.280112717626,154.93428388404,155.610957378088,0.175073525406244
"East and South East Asia","Girls",1996,19,155.820753370738,155.424868300782,156.197329245988,0.192495721538201
"East and South East Asia","Girls",1997,5,106.369872983184,105.876826590004,106.864180748335,0.25279151630345
"East and South East Asia","Girls",1997,6,112.270687277646,111.871744503347,112.682374268313,0.207381268421149
"East and South East Asia","Girls",1997,7,117.745986955491,117.372928047608,118.119804155186,0.1909407252359
"East and South East Asia","Girls",1997,8,123.078611622795,122.71440763447,123.44460309385,0.186188559597974
"East and South East Asia","Girls",1997,9,128.541147071124,128.19010449162,128.891392614118,0.18077812332834
"East and South East Asia","Girls",1997,10,134.347727933136,134.005053855228,134.699754963471,0.177527321261133
"East and South East Asia","Girls",1997,11,140.584711840732,140.244942111609,140.934284467262,0.174488707733732
"East and South East Asia","Girls",1997,12,146.173102899771,145.827708653102,146.514837193136,0.174992576623528
"East and South East Asia","Girls",1997,13,150.116882210784,149.773615120487,150.45715274988,0.173318712992821
"East and South East Asia","Girls",1997,14,152.597168416663,152.262639599647,152.937622602198,0.172744061342497
"East and South East Asia","Girls",1997,15,153.876214200715,153.54487875286,154.210862277619,0.170445825401944
"East and South East Asia","Girls",1997,16,154.656616717099,154.309958747961,154.995984219938,0.173907236499667
"East and South East Asia","Girls",1997,17,155.054140584506,154.706905179504,155.393816549546,0.175140376341862
"East and South East Asia","Girls",1997,18,155.36782321292,155.029842586773,155.686824558733,0.170102883560627
"East and South East Asia","Girls",1997,19,155.894623776658,155.517196624625,156.261633415121,0.189036494291372
"East and South East Asia","Girls",1998,5,106.594832787883,106.113366126454,107.076160931581,0.247412704003966
"East and South East Asia","Girls",1998,6,112.486804845639,112.097282687722,112.889010682988,0.20174838102845
"East and South East Asia","Girls",1998,7,117.948198662257,117.592331468961,118.306833920838,0.18596686934735
"East and South East Asia","Girls",1998,8,123.261179096215,122.90665624344,123.612227926357,0.180866349469409
"East and South East Asia","Girls",1998,9,128.705001991298,128.364558267439,129.044062462274,0.175410232886514
"East and South East Asia","Girls",1998,10,134.615450353089,134.277411200816,134.958004497022,0.173733177320054
"East and South East Asia","Girls",1998,11,140.83833967374,140.50544609877,141.184379709346,0.170509953614665
"East and South East Asia","Girls",1998,12,146.41443278411,146.080168202256,146.75339946875,0.170992189852186
"East and South East Asia","Girls",1998,13,150.344149428419,150.009418605637,150.678571404573,0.169835507853851
"East and South East Asia","Girls",1998,14,152.811935123503,152.475520460943,153.148660638453,0.169065318425781
"East and South East Asia","Girls",1998,15,154.025638465003,153.703192989023,154.351458989629,0.165729058965845
"East and South East Asia","Girls",1998,16,154.799114459154,154.465021554474,155.133034042548,0.169055955296861
"East and South East Asia","Girls",1998,17,155.184497574173,154.845668439472,155.516416270365,0.170542129421803
"East and South East Asia","Girls",1998,18,155.487689966039,155.158950864617,155.799485678385,0.166633692160247
"East and South East Asia","Girls",1998,19,156.005010322036,155.631690775172,156.365832687746,0.187501362018724
"East and South East Asia","Girls",1999,5,106.808199632096,106.333407524197,107.280283239054,0.242474051821691
"East and South East Asia","Girls",1999,6,112.694439760468,112.315666256178,113.077416708635,0.196825072559473
"East and South East Asia","Girls",1999,7,118.14720587848,117.794676250951,118.500871551498,0.180944178569127
"East and South East Asia","Girls",1999,8,123.44668801629,123.106513529802,123.788621035518,0.17651552313425
"East and South East Asia","Girls",1999,9,128.871652607671,128.53886982608,129.203134246148,0.170393410942674
"East and South East Asia","Girls",1999,10,134.880359870032,134.546622687789,135.21437973574,0.170342618907762
"East and South East Asia","Girls",1999,11,141.089669727591,140.762746782616,141.420711174292,0.166980224571365
"East and South East Asia","Girls",1999,12,146.650391364299,146.322666085693,146.980221981773,0.16726696711149
"East and South East Asia","Girls",1999,13,150.566740495394,150.24219902961,150.894197886042,0.166074497937922
"East and South East Asia","Girls",1999,14,153.019654067645,152.685408313302,153.341930599081,0.165730040406063
"East and South East Asia","Girls",1999,15,154.205019398681,153.886114768058,154.525678994922,0.162195177184251
"East and South East Asia","Girls",1999,16,154.967014728704,154.644423726714,155.294189923476,0.165284004468842
"East and South East Asia","Girls",1999,17,155.345540430164,155.011664406853,155.669909741492,0.16696243329072
"East and South East Asia","Girls",1999,18,155.637288878022,155.313818922155,155.949815647407,0.16375453928965
"East and South East Asia","Girls",1999,19,156.145647355359,155.772235487782,156.50927583318,0.187211090583222
"East and South East Asia","Girls",2000,5,107.013683644992,106.549680782869,107.484312576724,0.238033461583603
"East and South East Asia","Girls",2000,6,112.897495158895,112.526995666054,113.272120917589,0.192757033250253
"East and South East Asia","Girls",2000,7,118.34548445808,118.001100052323,118.691209001253,0.176943883984244
"East and South East Asia","Girls",2000,8,123.63736765765,123.306838326978,123.974410296242,0.172484005847437
"East and South East Asia","Girls",2000,9,129.049954099881,128.731741073386,129.37542549194,0.166655550549997
"East and South East Asia","Girls",2000,10,135.13476879317,134.807588168445,135.462512425937,0.166934181347796
"East and South East Asia","Girls",2000,11,141.328286606296,141.005095484283,141.652577028667,0.163919437642434
"East and South East Asia","Girls",2000,12,146.874519558424,146.55150748545,147.199215205613,0.164037023283416
"East and South East Asia","Girls",2000,13,150.774873269847,150.455874033122,151.08995145399,0.162503786700734
"East and South East Asia","Girls",2000,14,153.214124941368,152.884277100256,153.524704247003,0.162071965354856
"East and South East Asia","Girls",2000,15,154.410758849554,154.093399439195,154.72321929535,0.159527976359262
"East and South East Asia","Girls",2000,16,155.160233653811,154.835034667254,155.47950396888,0.162646243220277
"East and South East Asia","Girls",2000,17,155.527498688411,155.202339877672,155.847599134501,0.164212914199114
"East and South East Asia","Girls",2000,18,155.813333672788,155.49219572932,156.12453535677,0.161748553958642
"East and South East Asia","Girls",2000,19,156.31220557459,155.941520505535,156.67661500331,0.187175864335327
"East and South East Asia","Girls",2001,5,107.218202278428,106.760569752198,107.688760326795,0.234492437250257
"East and South East Asia","Girls",2001,6,113.095892653341,112.734165931425,113.462739323702,0.189444732402918
"East and South East Asia","Girls",2001,7,118.542591838387,118.203305965196,118.878721442081,0.173784106679988
"East and South East Asia","Girls",2001,8,123.830911482658,123.501289024608,124.165321248747,0.169564328752369
"East and South East Asia","Girls",2001,9,129.237119103047,128.918634648836,129.561276987367,0.163559064869626
"East and South East Asia","Girls",2001,10,135.373603633625,135.05402729445,135.695827117702,0.164320404584833
"East and South East Asia","Girls",2001,11,141.550113229689,141.242421493873,141.868366100602,0.160928976147099
"East and South East Asia","Girls",2001,12,147.080201538236,146.762201807443,147.396041480779,0.161454974156155
"East and South East Asia","Girls",2001,13,150.966069878119,150.649612227966,151.279405496249,0.159396491918219
"East and South East Asia","Girls",2001,14,153.389695029164,153.074615923903,153.695834564379,0.158580168747836
"East and South East Asia","Girls",2001,15,154.6461804253,154.340026568131,154.950317435547,0.157194317231788
"East and South East Asia","Girls",2001,16,155.380356960747,155.060349472145,155.696478535991,0.16103035134142
"East and South East Asia","Girls",2001,17,155.735361338191,155.41090987527,156.049010095443,0.162762902397655
"East and South East Asia","Girls",2001,18,156.011126458646,155.6931964219,156.325881528229,0.16039696487317
"East and South East Asia","Girls",2001,19,156.506540221112,156.13652458809,156.872165865387,0.188203646219745
"East and South East Asia","Girls",2002,5,107.428359074999,106.967062657093,107.892142942456,0.231548632538163
"East and South East Asia","Girls",2002,6,113.292255926383,112.933755707615,113.656302858423,0.187307419023112
"East and South East Asia","Girls",2002,7,118.733758368773,118.403208274141,119.068125790305,0.171260462149152
"East and South East Asia","Girls",2002,8,124.021775873277,123.694327050341,124.354800212019,0.167324966518906
"East and South East Asia","Girls",2002,9,129.425472357565,129.109203029411,129.746143918526,0.161527617745573
"East and South East Asia","Girls",2002,10,135.590374647374,135.270939696428,135.909624908222,0.162026718542571
"East and South East Asia","Girls",2002,11,141.756195463112,141.446606931604,142.070645527148,0.158844328384465
"East and South East Asia","Girls",2002,12,147.269686570732,146.962628033618,147.584325865861,0.159113395489841
"East and South East Asia","Girls",2002,13,151.140053152571,150.828998849668,151.447285252178,0.157179780821481
"East and South East Asia","Girls",2002,14,153.550158670114,153.242972775944,153.852205270496,0.155628833383283
"East and South East Asia","Girls",2002,15,154.906132020857,154.600767398336,155.206324238851,0.155759956452918
"East and South East Asia","Girls",2002,16,155.625395805217,155.307075805902,155.932484763741,0.159802954381975
"East and South East Asia","Girls",2002,17,155.965456991359,155.634646928938,156.282506371784,0.162558947772042
"East and South East Asia","Girls",2002,18,156.23040020013,155.903247887908,156.545895402663,0.160573453502906
"East and South East Asia","Girls",2002,19,156.718438500805,156.343929453109,157.084686677286,0.189709811055109
"East and South East Asia","Girls",2003,5,107.653498806926,107.204530457218,108.107344613094,0.229425441570618
"East and South East Asia","Girls",2003,6,113.495971651844,113.134976100747,113.861117191852,0.185931597735448
"East and South East Asia","Girls",2003,7,118.92456593016,118.595638453562,119.253734665571,0.170052084195564
"East and South East Asia","Girls",2003,8,124.208256920076,123.884798100258,124.528580151347,0.165536295304819
"East and South East Asia","Girls",2003,9,129.612555278705,129.298232637397,129.924769532334,0.160073964523481
"East and South East Asia","Girls",2003,10,135.783776896481,135.472372700518,136.095496370241,0.160399675947746
"East and South East Asia","Girls",2003,11,141.944508889263,141.635734763629,142.257084572166,0.157305507117689
"East and South East Asia","Girls",2003,12,147.448150444826,147.13873996936,147.760640562568,0.157756629938207
"East and South East Asia","Girls",2003,13,151.303226831033,150.996898121202,151.606242892781,0.155350214618575
"East and South East Asia","Girls",2003,14,153.699221233051,153.399006168783,153.99833899085,0.153799356633428
"East and South East Asia","Girls",2003,15,155.179627246035,154.877163280113,155.480363407076,0.155473951101934
"East and South East Asia","Girls",2003,16,155.881199637431,155.563351175901,156.189332019996,0.159299440340708
"East and South East Asia","Girls",2003,17,156.206998078913,155.880447834663,156.518574937915,0.162563746637904
"East and South East Asia","Girls",2003,18,156.458451730094,156.12969136925,156.772932535619,0.162074134197205
"East and South East Asia","Girls",2003,19,156.938021421841,156.564883663528,157.310253047106,0.192541148134318
"East and South East Asia","Girls",2004,5,107.899077321157,107.448977106736,108.345237130263,0.228353635640164
"East and South East Asia","Girls",2004,6,113.7157696854,113.351441372393,114.080872056661,0.185214382289934
"East and South East Asia","Girls",2004,7,119.123697316346,118.787242416587,119.454269763427,0.169516706921254
"East and South East Asia","Girls",2004,8,124.39518131439,124.071319412021,124.714250083946,0.165049250387583
"East and South East Asia","Girls",2004,9,129.79584246711,129.483723755214,130.10533436919,0.159054806733923
"East and South East Asia","Girls",2004,10,135.962141887939,135.64943295837,136.27074883487,0.159285425523854
"East and South East Asia","Girls",2004,11,142.121494955,141.815924660953,142.429751038005,0.156534710022675
"East and South East Asia","Girls",2004,12,147.621157937263,147.315586980882,147.932868991137,0.157133853465421
"East and South East Asia","Girls",2004,13,151.46767751711,151.160948162019,151.771493401842,0.15465443623927
"East and South East Asia","Girls",2004,14,153.850001170291,153.551032106243,154.150005064728,0.152566772502291
"East and South East Asia","Girls",2004,15,155.450392141913,155.142296028919,155.751721850238,0.156463353827505
"East and South East Asia","Girls",2004,16,156.135848551966,155.819073451761,156.448681851745,0.159854154192343
"East and South East Asia","Girls",2004,17,156.444913122407,156.115208842141,156.753949579556,0.162995073631966
"East and South East Asia","Girls",2004,18,156.683440148922,156.353115900869,156.999471657971,0.163517663063677
"East and South East Asia","Girls",2004,19,157.151043942033,156.773670378394,157.529090594581,0.196262821071249
"East and South East Asia","Girls",2005,5,108.165315796837,107.718546022965,108.614807832183,0.227997851199626
"East and South East Asia","Girls",2005,6,113.957900522052,113.588944325085,114.322689889246,0.185003292926264
"East and South East Asia","Girls",2005,7,119.340730675971,119.002377697685,119.671063106025,0.169604568325878
"East and South East Asia","Girls",2005,8,124.592196257085,124.272429029671,124.911552597959,0.165103490614511
"East and South East Asia","Girls",2005,9,129.981250770284,129.668361324017,130.291293405636,0.159300158692807
"East and South East Asia","Girls",2005,10,136.134782885253,135.820888940199,136.443360821867,0.158739716765675
"East and South East Asia","Girls",2005,11,142.296012159485,141.993357488142,142.603733122018,0.156382580427119
"East and South East Asia","Girls",2005,12,147.795434352625,147.489483945929,148.106997126205,0.157296888764431
"East and South East Asia","Girls",2005,13,151.639101595319,151.33204505328,151.945122571907,0.154917400099905
"East and South East Asia","Girls",2005,14,154.013959125997,153.714874975135,154.310106944089,0.152532155991191
"East and South East Asia","Girls",2005,15,155.710516063899,155.405665403731,156.023897973244,0.157804663281972
"East and South East Asia","Girls",2005,16,156.379155590594,156.053873927248,156.695042328026,0.161248214119426
"East and South East Asia","Girls",2005,17,156.673219504329,156.344132520427,156.989204778106,0.164405476802515
"East and South East Asia","Girls",2005,18,156.896041506852,156.562935026002,157.215934360187,0.165154700297981
"East and South East Asia","Girls",2005,19,157.351347330844,156.967633974664,157.736350906648,0.19934984013519
"East and South East Asia","Girls",2006,5,108.448555792537,107.995683401579,108.898265215023,0.228758311944357
"East and South East Asia","Girls",2006,6,114.225267179618,113.861275517128,114.590569261047,0.185332056453386
"East and South East Asia","Girls",2006,7,119.584816196703,119.250754988707,119.915936993337,0.170129609687628
"East and South East Asia","Girls",2006,8,124.811964745385,124.48737927641,125.136431564586,0.165849826873134
"East and South East Asia","Girls",2006,9,130.181719702557,129.867385347627,130.487624753769,0.160096855306493
"East and South East Asia","Girls",2006,10,136.311084091006,135.997619519871,136.616600950159,0.159759737879417
"East and South East Asia","Girls",2006,11,142.470189970348,142.159868450046,142.774500135503,0.156848473420689
"East and South East Asia","Girls",2006,12,147.972430777565,147.663925960964,148.281555599432,0.158056009572753
"East and South East Asia","Girls",2006,13,151.816752712804,151.509748764024,152.123795191049,0.155933978765309
"East and South East Asia","Girls",2006,14,154.189503790586,153.886618867076,154.488681164761,0.153558518969894
"East and South East Asia","Girls",2006,15,155.955480884886,155.642792434139,156.267572933156,0.15960697931456
"East and South East Asia","Girls",2006,16,156.60775885617,156.286092740347,156.927138923218,0.16274486801322
"East and South East Asia","Girls",2006,17,156.886118475125,156.552255275565,157.209437989949,0.166237180515124
"East and South East Asia","Girls",2006,18,157.094568797894,156.761747785813,157.420656845376,0.16763571275571
"East and South East Asia","Girls",2006,19,157.53390192817,157.145363871613,157.92574004157,0.202026475419168
"East and South East Asia","Girls",2007,5,108.744909640273,108.291008585016,109.202311391636,0.229792562767463
"East and South East Asia","Girls",2007,6,114.514521504532,114.148373951431,114.8790611307,0.186887357114443
"East and South East Asia","Girls",2007,7,119.85940745044,119.523138867389,120.198677372227,0.171278775789423
"East and South East Asia","Girls",2007,8,125.064232538959,124.732968452655,125.390966266622,0.167206883257895
"East and South East Asia","Girls",2007,9,130.41053551001,130.090670572317,130.721176037587,0.161712757436526
"East and South East Asia","Girls",2007,10,136.496782502992,136.178686457701,136.80764421587,0.161581843355746
"East and South East Asia","Girls",2007,11,142.645896650493,142.333032907235,142.949610323015,0.1588287528726
"East and South East Asia","Girls",2007,12,148.146742255468,147.83242002912,148.450305604704,0.159308164593783
"East and South East Asia","Girls",2007,13,151.994563933848,151.684665237536,152.302530013896,0.157460193686548
"East and South East Asia","Girls",2007,14,154.368575257258,154.065064160969,154.6703096252,0.155297901858722
"East and South East Asia","Girls",2007,15,156.178833151987,155.860956357754,156.493189845682,0.161853822203232
"East and South East Asia","Girls",2007,16,156.822597109639,156.500496636026,157.15230428154,0.164395777798953
"East and South East Asia","Girls",2007,17,157.08561823518,156.754998865616,157.416473835331,0.167996136518879
"East and South East Asia","Girls",2007,18,157.278490173318,156.940603833553,157.61077146541,0.170301327405661
"East and South East Asia","Girls",2007,19,157.702368045278,157.305991770487,158.099103714429,0.204800764468823
"East and South East Asia","Girls",2008,5,109.042942953262,108.589526538544,109.497919073807,0.231074889406573
"East and South East Asia","Girls",2008,6,114.818903585457,114.446568427819,115.196484924263,0.188919989007467
"East and South East Asia","Girls",2008,7,120.1577478636,119.817886116172,120.497881557573,0.173807301730328
"East and South East Asia","Girls",2008,8,125.348988204242,125.010591219562,125.678866622737,0.169369599439065
"East and South East Asia","Girls",2008,9,130.67382003644,130.348165315589,130.988150743402,0.163997107934722
"East and South East Asia","Girls",2008,10,136.70076469059,136.381721075794,137.016791096796,0.164393704822474
"East and South East Asia","Girls",2008,11,142.83206163111,142.515225718139,143.140672694347,0.16158993439932
"East and South East Asia","Girls",2008,12,148.323520334241,148.005592743205,148.633860982777,0.162039578222612
"East and South East Asia","Girls",2008,13,152.17045710389,151.859735945497,152.482079287036,0.159423221836893
"East and South East Asia","Girls",2008,14,154.548403613741,154.240311721959,154.853501704133,0.157531449580471
"East and South East Asia","Girls",2008,15,156.377830908484,156.052679263631,156.699614221269,0.16445314785896
"East and South East Asia","Girls",2008,16,157.019877650178,156.696420314187,157.346581444552,0.166409567924103
"East and South East Asia","Girls",2008,17,157.274945538726,156.943413215266,157.609427508487,0.169765034790629
"East and South East Asia","Girls",2008,18,157.452228126173,157.112819452416,157.794326047115,0.172730508407888
"East and South East Asia","Girls",2008,19,157.858747546612,157.458840438576,158.269087091494,0.207425974834035
"East and South East Asia","Girls",2009,5,109.337054500861,108.872320287479,109.792689366438,0.23356948003282
"East and South East Asia","Girls",2009,6,115.124981046391,114.7456182513,115.504026343756,0.19184419680017
"East and South East Asia","Girls",2009,7,120.471123049803,120.127436356648,120.822020966548,0.177160667367249
"East and South East Asia","Girls",2009,8,125.657200857498,125.314271924862,125.998621682837,0.173158229082075
"East and South East Asia","Girls",2009,9,130.969329779088,130.635759293652,131.29117019257,0.167232706118268
"East and South East Asia","Girls",2009,10,136.926684501124,136.596397244059,137.248571812034,0.167690130614962
"East and South East Asia","Girls",2009,11,143.035707910937,142.713347771543,143.347887781702,0.165204794702182
"East and South East Asia","Girls",2009,12,148.50991456238,148.189461026683,148.828230327761,0.165528910710943
"East and South East Asia","Girls",2009,13,152.347958415945,152.026905729833,152.663271122476,0.162794854209058
"East and South East Asia","Girls",2009,14,154.725458141974,154.412996071364,155.036346043146,0.160176729118915
"East and South East Asia","Girls",2009,15,156.558531315248,156.224860266236,156.87606347786,0.167296296240464
"East and South East Asia","Girls",2009,16,157.203072567326,156.869580064147,157.5327868373,0.169144253750282
"East and South East Asia","Girls",2009,17,157.456332378334,157.119397563052,157.799028982716,0.171988439712044
"East and South East Asia","Girls",2009,18,157.62460377235,157.276487429747,157.971252403281,0.175292011558991
"East and South East Asia","Girls",2009,19,158.01346282201,157.609115624041,158.433865471664,0.209597765314495
"East and South East Asia","Girls",2010,5,109.627719047269,109.160220907936,110.084068550285,0.238159053491111
"East and South East Asia","Girls",2010,6,115.426634094825,115.04043430202,115.81076914136,0.19668367283216
"East and South East Asia","Girls",2010,7,120.785629371342,120.433502022507,121.145834215164,0.181880422156264
"East and South East Asia","Girls",2010,8,125.97978150121,125.628858988649,126.331707540796,0.178056596112761
"East and South East Asia","Girls",2010,9,131.287434463337,130.941145259633,131.626694546849,0.172515445977736
"East and South East Asia","Girls",2010,10,137.173458399851,136.826758185524,137.505262449502,0.171690356979026
"East and South East Asia","Girls",2010,11,143.261870218624,142.927139241101,143.582546598612,0.16933757633444
"East and South East Asia","Girls",2010,12,148.714386306604,148.380349891357,149.038566749069,0.169803056615539
"East and South East Asia","Girls",2010,13,152.535755692528,152.211783521877,152.855311413927,0.167021292980293
"East and South East Asia","Girls",2010,14,154.904901163312,154.582928700327,155.217258298971,0.164185718036088
"East and South East Asia","Girls",2010,15,156.728351661335,156.393110206136,157.054330163889,0.170401045645289
"East and South East Asia","Girls",2010,16,157.378555793467,157.03792227183,157.713087598659,0.172367132168608
"East and South East Asia","Girls",2010,17,157.633635785236,157.291261929266,157.977306686736,0.175243755048673
"East and South East Asia","Girls",2010,18,157.798517840517,157.443699586657,158.155725576151,0.178432410049323
"East and South East Asia","Girls",2010,19,158.175811621875,157.766300154618,158.594767617077,0.212187538603168
"East and South East Asia","Girls",2011,5,109.913556697526,109.440582473555,110.385221189902,0.24538158628564
"East and South East Asia","Girls",2011,6,115.725085916188,115.32822357211,116.123360217907,0.204253329736867
"East and South East Asia","Girls",2011,7,121.095834021913,120.73322733369,121.467632501033,0.188893561387109
"East and South East Asia","Girls",2011,8,126.303503774432,125.943771226319,126.666000768701,0.184492052100255
"East and South East Asia","Girls",2011,9,131.619791458408,131.266960348088,131.969891323573,0.179133569791939
"East and South East Asia","Girls",2011,10,137.438044718158,137.081089227378,137.780559504056,0.177688652150002
"East and South East Asia","Girls",2011,11,143.513977455186,143.164111895957,143.847589562425,0.174364308333581
"East and South East Asia","Girls",2011,12,148.946513863266,148.599294935879,149.276635499821,0.174780190774916
"East and South East Asia","Girls",2011,13,152.746816913787,152.407212099624,153.074075031698,0.172142085591065
"East and South East Asia","Girls",2011,14,155.099868377976,154.766276191916,155.420764196174,0.169273213411689
"East and South East Asia","Girls",2011,15,156.895048283328,156.552822127856,157.22921445793,0.174897495036038
"East and South East Asia","Girls",2011,16,157.546592910857,157.2007301133,157.883326062797,0.176103597764921
"East and South East Asia","Girls",2011,17,157.806335967593,157.455279843119,158.158368112127,0.179093264138323
"East and South East Asia","Girls",2011,18,157.97123030705,157.608657299887,158.33178391597,0.182585055006488
"East and South East Asia","Girls",2011,19,158.342455424399,157.922341300636,158.769486713664,0.215360232238408
"East and South East Asia","Girls",2012,5,110.192952135397,109.701260869061,110.685396847128,0.256917183818905
"East and South East Asia","Girls",2012,6,116.019435981182,115.605222697357,116.431279435558,0.215001786625741
"East and South East Asia","Girls",2012,7,121.403513278886,121.019221230438,121.795414841297,0.198748142651957
"East and South East Asia","Girls",2012,8,126.62354996016,126.255253595225,127.005206295968,0.193307122889976
"East and South East Asia","Girls",2012,9,131.953867568794,131.587821503758,132.320258862717,0.187289372796711
"East and South East Asia","Girls",2012,10,137.718418322688,137.34582278362,138.071552593795,0.184841258360269
"East and South East Asia","Girls",2012,11,143.790144835826,143.422149351058,144.141249391296,0.181572714360337
"East and South East Asia","Girls",2012,12,149.211001092132,148.845634605774,149.559167775989,0.180908789264217
"East and South East Asia","Girls",2012,13,152.99191290775,152.635409561428,153.330423625643,0.178135095348061
"East and South East Asia","Girls",2012,14,155.32440250416,154.977849394445,155.658423286283,0.175432620076651
"East and South East Asia","Girls",2012,15,157.064584787675,156.707383457048,157.410835560133,0.180441945560879
"East and South East Asia","Girls",2012,16,157.70937606565,157.356897242978,158.057902928015,0.181155580291534
"East and South East Asia","Girls",2012,17,157.969419236503,157.605905610231,158.327792879647,0.183597859813149
"East and South East Asia","Girls",2012,18,158.137100043233,157.764906731892,158.506648975842,0.18730853730914
"East and South East Asia","Girls",2012,19,158.505642248011,158.079938199472,158.947938692918,0.219183452972824
"East and South East Asia","Girls",2013,5,110.468924070951,109.937681294634,110.994153495673,0.273439952982127
"East and South East Asia","Girls",2013,6,116.307148580584,115.859710860358,116.753056996804,0.23020301173325
"East and South East Asia","Girls",2013,7,121.706942117461,121.307790416112,122.117453248271,0.211994345689252
"East and South East Asia","Girls",2013,8,126.940948304481,126.54566001182,127.343488429147,0.204836072257485
"East and South East Asia","Girls",2013,9,132.284148142542,131.900980445692,132.672703570059,0.197775700954596
"East and South East Asia","Girls",2013,10,138.003684167298,137.618907932746,138.374451362586,0.193302565607167
"East and South East Asia","Girls",2013,11,144.084198249496,143.704547197951,144.440208455028,0.189942337984278
"East and South East Asia","Girls",2013,12,149.501461939594,149.119899932682,149.865630505228,0.189218514339824
"East and South East Asia","Girls",2013,13,153.27132122003,152.89807582005,153.627335810287,0.185403040290587
"East and South East Asia","Girls",2013,14,155.584843784715,155.219886604586,155.93253943191,0.182528386787774
"East and South East Asia","Girls",2013,15,157.248395550097,156.880707114527,157.60683448127,0.186895961760978
"East and South East Asia","Girls",2013,16,157.878359492152,157.510492745142,158.238854931453,0.187359842228755
"East and South East Asia","Girls",2013,17,158.130558243419,157.760696398495,158.499031718754,0.189314209857762
"East and South East Asia","Girls",2013,18,158.29661069945,157.914373971026,158.676535362477,0.192918455588781
"East and South East Asia","Girls",2013,19,158.665290235769,158.229827181873,159.113316235591,0.223713993238438
"East and South East Asia","Girls",2014,5,110.744658965416,110.162079099802,111.319031912008,0.296875041638241
"East and South East Asia","Girls",2014,6,116.591211757082,116.095834315786,117.071227862362,0.250547399538356
"East and South East Asia","Girls",2014,7,122.003525584387,121.564723641336,122.447574376943,0.229549977419565
"East and South East Asia","Girls",2014,8,127.253902304076,126.833416977393,127.681895685711,0.219693428568397
"East and South East Asia","Girls",2014,9,132.611571045979,132.209897555796,133.024848023866,0.210887748926525
"East and South East Asia","Girls",2014,10,138.288589963579,137.888989146273,138.685294867059,0.203945218675015
"East and South East Asia","Girls",2014,11,144.383018622296,143.987778622148,144.757852475675,0.199645594434095
"East and South East Asia","Girls",2014,12,149.809554935322,149.410581079888,150.186280510682,0.198653845069357
